warehouse_id,postcode,prefix,note
1,2760,0,Client import NSW
1,2761,0,Client import NSW
1,2762,0,Client import NSW
1,2763,0,Client import NSW
1,2765,0,Client import NSW
1,2766,0,Client import NSW
1,2767,0,Client import NSW
1,2768,0,Client import NSW
1,2769,0,Client import NSW
1,2770,0,Client import NSW
1,2773,0,Client import NSW
1,2774,0,Client import NSW
1,2775,0,Client import NSW
1,2776,0,Client import NSW
1,2777,0,Client import NSW
1,2778,0,Client import NSW
1,2779,0,Client import NSW
1,2780,0,Client import NSW
1,2782,0,Client import NSW
1,2783,0,Client import NSW
1,2784,0,Client import NSW
1,2785,0,Client import NSW
1,2786,0,Client import NSW
1,2787,0,Client import NSW
1,2790,0,Client import NSW
1,2791,0,Client import NSW
1,2792,0,Client import NSW
1,2793,0,Client import NSW
1,2794,0,Client import NSW
1,2795,0,Client import NSW
1,2797,0,Client import NSW
1,2798,0,Client import NSW
1,2799,0,Client import NSW
1,2800,0,Client import NSW
1,2803,0,Client import NSW
1,2804,0,Client import NSW
1,2805,0,Client import NSW
1,2806,0,Client import NSW
1,2807,0,Client import NSW
1,2808,0,Client import NSW
1,2809,0,Client import NSW
1,2810,0,Client import NSW
1,2820,0,Client import NSW
1,2821,0,Client import NSW
1,2823,0,Client import NSW
1,2824,0,Client import NSW
1,2825,0,Client import NSW
1,2827,0,Client import NSW
1,2828,0,Client import NSW
1,2829,0,Client import NSW
1,2830,0,Client import NSW
1,2831,0,Client import NSW
1,2832,0,Client import NSW
1,2833,0,Client import NSW
1,2834,0,Client import NSW
1,2835,0,Client import NSW
1,2836,0,Client import NSW
1,2839,0,Client import NSW
1,2840,0,Client import NSW
1,2842,0,Client import NSW
1,2843,0,Client import NSW
1,2844,0,Client import NSW
1,2845,0,Client import NSW
1,2846,0,Client import NSW
1,2847,0,Client import NSW
1,2848,0,Client import NSW
1,2849,0,Client import NSW
1,2850,0,Client import NSW
1,2852,0,Client import NSW
1,2864,0,Client import NSW
1,2865,0,Client import NSW
1,2866,0,Client import NSW
1,2867,0,Client import NSW
1,2868,0,Client import NSW
1,2869,0,Client import NSW
1,2870,0,Client import NSW
1,2871,0,Client import NSW
1,2873,0,Client import NSW
1,2874,0,Client import NSW
1,2875,0,Client import NSW
1,2876,0,Client import NSW
1,2877,0,Client import NSW
1,2878,0,Client import NSW
1,2879,0,Client import NSW
1,2880,0,Client import NSW
1,2898,0,Client import NSW
1,2899,0,Client import NSW
2,3000,0,Client import VIC
2,3002,0,Client import VIC
2,3003,0,Client import VIC
2,3004,0,Client import VIC
2,3005,0,Client import VIC
2,3006,0,Client import VIC
2,3008,0,Client import VIC
2,3010,0,Client import VIC
2,3011,0,Client import VIC
2,3012,0,Client import VIC
2,3013,0,Client import VIC
2,3015,0,Client import VIC
2,3016,0,Client import VIC
2,3018,0,Client import VIC
2,3019,0,Client import VIC
2,3020,0,Client import VIC
2,3021,0,Client import VIC
2,3022,0,Client import VIC
2,3023,0,Client import VIC
2,3024,0,Client import VIC
2,3025,0,Client import VIC
2,3026,0,Client import VIC
2,3027,0,Client import VIC
2,3028,0,Client import VIC
2,3029,0,Client import VIC
2,3030,0,Client import VIC
2,3031,0,Client import VIC
2,3032,0,Client import VIC
2,3033,0,Client import VIC
2,3034,0,Client import VIC
2,3036,0,Client import VIC
2,3037,0,Client import VIC
2,3038,0,Client import VIC
2,3039,0,Client import VIC
2,3040,0,Client import VIC
2,3041,0,Client import VIC
2,3042,0,Client import VIC
2,3043,0,Client import VIC
2,3044,0,Client import VIC
2,3045,0,Client import VIC
2,3046,0,Client import VIC
2,3047,0,Client import VIC
2,3048,0,Client import VIC
2,3049,0,Client import VIC
2,3050,0,Client import VIC
2,3051,0,Client import VIC
2,3052,0,Client import VIC
2,3053,0,Client import VIC
2,3054,0,Client import VIC
2,3055,0,Client import VIC
2,3056,0,Client import VIC
2,3057,0,Client import VIC
2,3058,0,Client import VIC
2,3059,0,Client import VIC
2,3060,0,Client import VIC
2,3061,0,Client import VIC
2,3062,0,Client import VIC
2,3063,0,Client import VIC
2,3064,0,Client import VIC
2,3065,0,Client import VIC
2,3066,0,Client import VIC
2,3067,0,Client import VIC
2,3068,0,Client import VIC
2,3070,0,Client import VIC
2,3071,0,Client import VIC
2,3072,0,Client import VIC
2,3073,0,Client import VIC
2,3074,0,Client import VIC
2,3075,0,Client import VIC
2,3076,0,Client import VIC
2,3078,0,Client import VIC
2,3079,0,Client import VIC
2,3081,0,Client import VIC
2,3082,0,Client import VIC
2,3083,0,Client import VIC
2,3084,0,Client import VIC
2,3085,0,Client import VIC
2,3086,0,Client import VIC
2,3087,0,Client import VIC
2,3088,0,Client import VIC
2,3089,0,Client import VIC
2,3090,0,Client import VIC
2,3091,0,Client import VIC
2,3093,0,Client import VIC
2,3094,0,Client import VIC
2,3095,0,Client import VIC
2,3096,0,Client import VIC
2,3097,0,Client import VIC
2,3099,0,Client import VIC
2,3101,0,Client import VIC
2,3102,0,Client import VIC
2,3103,0,Client import VIC
2,3104,0,Client import VIC
2,3105,0,Client import VIC
2,3106,0,Client import VIC
2,3107,0,Client import VIC
2,3108,0,Client import VIC
2,3109,0,Client import VIC
2,3111,0,Client import VIC
2,3113,0,Client import VIC
2,3114,0,Client import VIC
2,3115,0,Client import VIC
2,3116,0,Client import VIC
2,3121,0,Client import VIC
2,3122,0,Client import VIC
2,3123,0,Client import VIC
2,3124,0,Client import VIC
2,3125,0,Client import VIC
2,3126,0,Client import VIC
2,3127,0,Client import VIC
2,3128,0,Client import VIC
2,3129,0,Client import VIC
2,3130,0,Client import VIC
2,3131,0,Client import VIC
2,3132,0,Client import VIC
2,3133,0,Client import VIC
2,3134,0,Client import VIC
2,3135,0,Client import VIC
2,3136,0,Client import VIC
2,3137,0,Client import VIC
2,3138,0,Client import VIC
2,3139,0,Client import VIC
2,3140,0,Client import VIC
2,3141,0,Client import VIC
2,3142,0,Client import VIC
2,3143,0,Client import VIC
2,3144,0,Client import VIC
2,3145,0,Client import VIC
2,3146,0,Client import VIC
2,3147,0,Client import VIC
2,3148,0,Client import VIC
2,3149,0,Client import VIC
2,3150,0,Client import VIC
2,3151,0,Client import VIC
2,3152,0,Client import VIC
2,3153,0,Client import VIC
2,3154,0,Client import VIC
2,3155,0,Client import VIC
2,3156,0,Client import VIC
2,3158,0,Client import VIC
2,3159,0,Client import VIC
2,3160,0,Client import VIC
2,3161,0,Client import VIC
2,3162,0,Client import VIC
2,3163,0,Client import VIC
2,3165,0,Client import VIC
2,3166,0,Client import VIC
2,3167,0,Client import VIC
2,3168,0,Client import VIC
2,3169,0,Client import VIC
2,3170,0,Client import VIC
2,3171,0,Client import VIC
2,3172,0,Client import VIC
2,3173,0,Client import VIC
2,3174,0,Client import VIC
2,3175,0,Client import VIC
2,3177,0,Client import VIC
2,3178,0,Client import VIC
2,3179,0,Client import VIC
2,3180,0,Client import VIC
2,3181,0,Client import VIC
2,3182,0,Client import VIC
2,3183,0,Client import VIC
2,3184,0,Client import VIC
2,3185,0,Client import VIC
2,3186,0,Client import VIC
2,3187,0,Client import VIC
2,3188,0,Client import VIC
